,tweet_text,lat,lon,tweeter_location,tweeter_location_from_gps,tweet_time_gmt,tweeter_timezone,tweet_time_local,name,screen_name,description,n_friends,n_followers,n_statuses,tweeter_gender,hashtags,original_screen_name,original_name,original_gender,original_followers,tweeted_at_screennames,tweeted_at_names,tweeted_at_genders,tweet_is_retweet,favorites,retweets,family,money,humans,sad,anger,home,sexual,negemo,death,posemo,anx,health,certain,you,friend,body,we,affect,i,work,ingest,swear,social,tweeted_at_gender_mean,continent,absolute_timestamps,local_timestamps
1174428,What Morpheus was talking about in the Matrix. #Ferguson http://t.co/lazGXBUEou,,,: Delaware,,2014-08-18 03:50:52+00:00,America/New_York,2014-08-17 23:50:52+00:00,Cardell Greene,gangGREENE_XVII,"No one means all he says, and yet very few say all they mean, for words are slippery and thought is vicious.",642.0,682.0,45861.0,,set(['ferguson']),TheEyeOfControl,The Illuminati,,257896.0,[u'TheEyeOfControl'],[u'The Illuminati'],[None],True,322.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,North America,735463.1597222222,2014-08-17 23:50:52
1174429,You guys really don't get that the entire world is watching #Ferguson hoping this leads to the collapse of your douche bag government.,,,"Mattapan, USA",,2014-08-18 03:50:52+00:00,,,SolarWind,Oyekuise,"free-range New Orleans native (now without a right of return), in vigorous pursuit of truth, beauty, and justice.",2002.0,1496.0,91693.0,,set(['ferguson']),YourAnonCentral,Anonymous Operations,,62162.0,[u'YourAnonCentral'],[u'Anonymous Operations'],[None],True,16.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,,,735463.1597222222,
1174430,This. Is. A. Planned. Attack. RT @Bipartisanism: BREAKING: Police are turning out street lights in #Ferguson and using night vision goggles”,,,texas.,,2014-08-18 03:50:52+00:00,America/Chicago,2014-08-17 22:50:52+00:00,J.,LoveAndSonshine,"Que sera, sera :)",656.0,736.0,73962.0,,set(['ferguson']),HalBrownNBA,Hal Brown,0.0,504.0,"[u'HalBrownNBA', u'Bipartisanism']","[u'Hal Brown', u'Bipartisan Report']","[0, None]",True,86.0,593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,North America,735463.1597222222,2014-08-17 22:50:52
1174431,"@JColeNC is out in Ferguson and you would only know bc of people's posts of him. So humble, so caring.. Legendary",,,NYC & Albany,,2014-08-18 03:50:52+00:00,America/Chicago,2014-08-17 22:50:52+00:00,m a r i e l l e ,almes1s,ΧΥΣ ΒΞ/Β #1,608.0,727.0,63730.0,,set(['']),,,,,[u'JColeNC'],[u'J. Cole'],[None],False,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,,North America,735463.1597222222,2014-08-17 22:50:52
1174432,MSNBC has now returned to its previous show…’Lockup.’ With another episode next! #ferguson (h/t @Kia_Mak) http://t.co/awC7Vwyzw4,,,Oklahoma,,2014-08-18 03:50:52+00:00,America/Denver,2014-08-17 21:50:52+00:00,LostMyMarbles,RachaelPresley,The Revolution Will Not Be Televised. Currently a Ferguson Account. I'll get back to my real account when America does the same.,196.0,67.0,2199.0,,set(['ferguson']),HuffPostMedia,HuffPost Media,,76665.0,"[u'HuffPostMedia', u'Kia_Mak']","[u'HuffPost Media', u'Kia Makarechi']","[None, 1]",True,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,North America,735463.1597222222,2014-08-17 21:50:52
1174433,RT @alexwroblewski: Protesters return tear gas canisters at police in #Ferguson http://t.co/KY6C7DbQEL,,,s. Sac of Cali ,,2014-08-18 03:50:53+00:00,America/Phoenix,2014-08-17 20:50:53+00:00,trish ,iLySheilaBabii,"ig ohsheeluhh ; snapchat ohsheeluhh 

she's pretty cool ☺

22 ; ♎",648.0,1031.0,90882.0,1.0,set(['ferguson']),_Myeshaa,Myeshaa,,1170.0,"[u'_Myeshaa', u'alexwroblewski']","[u'Myeshaa', u'Alex Wroblewski']","[None, 0]",True,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,North America,735463.1597222222,2014-08-17 20:50:53
1174434,Police begin rushing crowd with weapons. Vice's Tim Pool goes off-air. #Ferguson http://t.co/RoLBe2jxpm,,,"Louisville, KY",,2014-08-18 03:50:53+00:00,America/Lima,2014-08-17 22:50:53+00:00,Col. Rae Hodge,RaeHodge,"Political journo workhorse, lover of all things KY, and unrepentant uppity woman.",269.0,483.0,3342.0,,set(['ferguson']),,,,,,,[],False,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,South America,735463.1597222222,2014-08-17 22:50:53
1174435,"""@nissanon: #Ferguson #MikeBrown #NoJusticeNoPeace #Anonymous http://t.co/BzfjndtekW""
Read this, especially photo #2.",,,,,2014-08-18 03:50:53+00:00,,,Chels,ChelseaRantala,"It’s none of my business what people say of me, and think of me. I am what I am, and I do what I do. I expect nothing, and accept everything.",371.0,356.0,11205.0,,"set(['nojusticenopeace', 'mikebrown', 'ferguson', 'anonymous'])",DrezdenPlotkin,Drezden,,257.0,"[u'DrezdenPlotkin', u'nissanon']","[u'Drezden', u'Nissa']","[None, None]",True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,735463.1597222222,
1174436,"The twitter echo chamber is real, and that conservative uncle of yours needs to be educated. Post a status. Start a conversation. #Ferguson",,,"Washington, DC",,2014-08-18 03:50:53+00:00,America/Halifax,2014-08-18 00:50:53+00:00,Hilary Tone,HToneTastic,education director for @mmfa. dance for @capitolmovement. CA native. that is not my dog. tweets are my own.,677.0,1529.0,11875.0,1.0,set(['ferguson']),,,,,,,[],False,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,,South America,735463.1597222222,2014-08-18 00:50:53
1174437,"Tonight, #Ferguson cops have:

* Tear-gassed an 8-year old

* Driven a truck through a crowd

* Threatened to kill a reporter on air",,,chicago,,2014-08-18 03:50:53+00:00,America/Chicago,2014-08-17 22:50:53+00:00,sage c.,sage_gauge,xxvii,327.0,418.0,25971.0,,set(['ferguson']),thepaulhagan,Paul Hagan,0.0,612.0,[u'thepaulhagan'],[u'Paul Hagan'],[0],True,488.0,2117.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,North America,735463.1597222222,2014-08-17 22:50:53
1174438,Something @tanzinavega and I found in the ground in #Ferguson http://t.co/xRTICGqx2Q,,,"New York, New York",,2014-08-18 03:50:53+00:00,America/Lima,2014-08-17 22:50:53+00:00,Kaela G,KaeMeiShing,"Writer, reader, shopper, eater. Co-creator of @2Girls1Asian.",285.0,154.0,817.0,1.0,set(['ferguson']),alanblinder,Alan Blinder,0.0,3919.0,"[u'alanblinder', u'tanzinavega']","[u'Alan Blinder', u'Tanzina Vega']","[0, None]",True,94.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,South America,735463.1597222222,2014-08-17 22:50:53
1174439,Guys next to me throwing back the gas/smoke. #Ferguson http://t.co/9Bj21M3EGr,,,"Los Angeles, CA",,2014-08-18 03:50:53+00:00,,,DK Uzoukwu,DKuzLA,"DK Marcellinus Firstborn, of the House of Uzoukwu, Second of his name, of The South Nigeria. Writer of Fantasy and Slayer of Acting",316.0,1213.0,135034.0,,set(['ferguson']),TheTechCEO,The Tech CEO,,16338.0,[u'TheTechCEO'],[u'The Tech CEO'],[None],True,311.0,645.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,735463.1597222222,
1174440,Watching these Ferguson riots on the news literally gives me the chills.,,,Arizona,,2014-08-18 03:50:53+00:00,America/Los_Angeles,2014-08-17 20:50:53+00:00,Briana,TheDreammerrr,Young But Wise ✊,276.0,241.0,6375.0,1.0,set(['']),,,,,,,[],False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,North America,735463.1597222222,2014-08-17 20:50:53
1174441,The fact that ppl can stare down police in riot gear should tell you something about the conditions prior to this. #ferguson,,,Huntsville,,2014-08-18 03:50:54+00:00,America/Chicago,2014-08-17 22:50:54+00:00,BrownT,TwinkIsUncouth,War Eagle Woman,703.0,121.0,11310.0,,set(['ferguson']),JustAnt1914,Atom Ant,,1020.0,[u'JustAnt1914'],[u'Atom Ant'],[None],True,44.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,North America,735463.1597222222,2014-08-17 22:50:54
1174442,The only person from Ferguson we know is safe and not at risk of being killed is Darren Wilson.,,,"Lancaster, PA ",,2014-08-18 03:50:54+00:00,,,Brian Yeagle,byeagle37,"Life-long Democrat that fights for the middle class and less fortunate. It's about PEOPLE, not corporations. Lover of the Clinton's, Yankees, Cowboys. #LGBT #p2",433.0,1462.0,44418.0,0.0,set(['']),steven_lebron,alex,0.0,2901.0,[u'steven_lebron'],[u'alex'],[0],True,53.0,136.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,735463.1597222222,
1174443,The only person from Ferguson we know is safe and not at risk of being killed is Darren Wilson.,,,hell,,2014-08-18 03:50:54+00:00,America/Chicago,2014-08-17 22:50:54+00:00,Purple Gold Peach,pyrokene,¯\_(´ー｀)_/¯,243.0,24.0,4741.0,,set(['']),steven_lebron,alex,0.0,2901.0,[u'steven_lebron'],[u'alex'],[0],True,53.0,136.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,North America,735463.1597222222,2014-08-17 22:50:54
1174444,"Vine of police threatening a journalist: ""Get the light off or you're getting shot in the face"" https://t.co/Gc2RSGuoie via @pbump #Ferguson",,,,,2014-08-18 03:50:54+00:00,America/Phoenix,2014-08-17 20:50:54+00:00,Happy 2BA Dem,cecimor339,"Democrat voter, Married. Together we can live in peace, but we all need to be free to want it! What I say and think is my own! If you're a GOPTroll not welcome!",6085.0,5537.0,52061.0,,set(['ferguson']),alivingiano,Ali Vingiano,0.0,4431.0,"[u'alivingiano', u'pbump']","[u'Ali Vingiano', u'Philip Bump']","[0, 0]",True,12.0,69.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,North America,735463.1597222222,2014-08-17 20:50:54
1174445,"John Oliver nails it, as usual. 

I'd be laughing if I wasn't so busy crying. #Ferguson http://t.co/2rRFTyNUTZ",,,"Des Moines, IA ",,2014-08-18 03:50:54+00:00,,,Kevin Gannon,TheTattooedProf,"Heavily tattooed History Professor & Director, Ctr. for Excellence in Teaching & Learning at Grand View University. Just a geek done good.",804.0,484.0,4516.0,0.0,set(['ferguson']),ajecathturner,Cath Turner,1.0,4629.0,[u'ajecathturner'],[u'Cath Turner'],[1],True,49.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,,735463.1597222222,
1174446,The police gassed toddlers bruh...Families thought tear gas wasnt coming til the curfew #Ferguson http://t.co/p2Gq1rxtYc,,,LaPlace La,,2014-08-18 03:50:54+00:00,,,Keep_It_Movin_H%#⚡❗❌,KeepsItMovin36,Just Living Enjoying Life and the people that's in it!! So Watch me while I KEEP IT MOVIN!! #GNation #TFK #KFG #MOSTHATEDBUNNY #TTO #TeamM4L #TeamPW,2809.0,2823.0,27837.0,,set(['ferguson']),FreeTopher,DONT TRUST THE COPS ,,104400.0,[u'FreeTopher'],[u'REMEMBER MIKE BROWN '],[None],True,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,735463.1597222222,
1174447,We are currently running two live streams from @alicesperi and @Timcast in #Ferguson. Watch: http://t.co/tx7M1cqUfI http://t.co/fekoYACOnq,,,Toronto,,2014-08-18 03:50:55+00:00,America/Chicago,2014-08-17 22:50:55+00:00,John Furr,JohnFurrToronto,"#MentalHealth #psychology #photography #printmaking #food #AffordableHousing #ONpoli #cdnpoli & of course #TOpoli 
Housing Industry Consultant #buildingscience",1913.0,2192.0,78035.0,0.0,set(['ferguson']),vicenews,VICE News,0.0,176460.0,"[u'vicenews', u'alicesperi', u'Timcast']","[u'VICE News', u'Alice Speri', u'Tim Pool']","[0, 1, 0]",True,50.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,North America,735463.1597222222,2014-08-17 22:50:55
1174448,Highest respect to the journalist out there in #Ferguson risking their lives to bring us the the story.,,,,,2014-08-18 03:50:55+00:00,America/New_York,2014-08-17 23:50:55+00:00,Ravinder Chale,Ravi_Cavalli,Leave the familiar for a while. Change rooms in your mind for a day. All the hemispheres in existence Lie beside an equator In your heart.,107.0,100.0,4423.0,,set(['ferguson']),ReggieWhite,Dante Pitts,0.0,480.0,[u'ReggieWhite'],[u'Dante Pitts'],[0],True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,North America,735463.1597222222,2014-08-17 23:50:55
1174449,"Tonight, #Ferguson cops have:

* Tear-gassed an 8-year old

* Driven a truck through a crowd

* Threatened to kill a reporter on air",,,Minnesota,,2014-08-18 03:50:55+00:00,America/New_York,2014-08-17 23:50:55+00:00,Phillip Murphy ,ThePhilster777,19. Just trying to live life to the full and loving people along the way.,370.0,215.0,6393.0,0.0,set(['ferguson']),thepaulhagan,Paul Hagan,0.0,613.0,[u'thepaulhagan'],[u'Paul Hagan'],[0],True,492.0,2128.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,North America,735463.1597222222,2014-08-17 23:50:55
1174450,"Folks, if you're not paying attention to what's going on in #Ferguson right now, you should be. http://t.co/7f9NQPxRrW",,,,,2014-08-18 03:50:55+00:00,America/Juneau,2014-08-17 19:50:55+00:00,Brenda Joyce,FellasLoveBJ,Grown Simba.,1729.0,5312.0,141990.0,1.0,set(['ferguson']),andrewzajac,Andrew Zajac,0.0,646.0,[u'andrewzajac'],[u'Andrew Zajac'],[0],True,49.0,202.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,North America,735463.1597222222,2014-08-17 19:50:55
1174451,"---&gt; RT @DrJaneChi: Before you call #Ferguson a ""war zone"" remember that one side is shooting &amp; the other has their hands up.",,,,,2014-08-18 03:50:55+00:00,Europe/London,2014-08-18 04:50:55+00:00,Lucy,DickiesBint,"I am all kinds of awesome, an angel, an artist, and i love good music, comedy and i am a StarWars Geek girl!",149.0,737.0,51982.0,1.0,set(['ferguson']),Katie_Speak,Katie Klabusich,1.0,3968.0,"[u'Katie_Speak', u'DrJaneChi']","[u'Katie Klabusich', u'Jane Doe, MD']","[1, 1]",True,28.0,66.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,Europe,735463.1597222222,2014-08-18 04:50:55
1174452,"Tonight, #Ferguson cops have:

* Tear-gassed an 8-year old

* Driven a truck through a crowd

* Threatened to kill a reporter on air",,,SSMO,,2014-08-18 03:50:56+00:00,America/Chicago,2014-08-17 22:50:56+00:00,Brent Richard,BrentBertrand,"Father of 2, Bail Bondsman, Mailman, Atheist, Die-Hard Kansas City #Chiefs, Kansas City #Royals & #MIZZOU Tiger fanatic, Science geek, Music lover, Tech9ician!",1592.0,270.0,38263.0,0.0,set(['ferguson']),thepaulhagan,Paul Hagan,0.0,613.0,[u'thepaulhagan'],[u'Paul Hagan'],[0],True,494.0,2131.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,North America,735463.1597222222,2014-08-17 22:50:56
1174453,J. Cole stands where Mike Brown had been shot #Ferguson #MikeBrown #BeFree http://t.co/DZCSNVSaO2,,,,,2014-08-18 03:50:56+00:00,America/Los_Angeles,2014-08-17 20:50:56+00:00,Zacherl,ogzacherl,I like to make videos http://youtu.be/NP_PnjfYZJM,415.0,310.0,17287.0,,"set(['mikebrown', 'befree', 'ferguson'])",TeamDreamville,Team Dreamville,,12140.0,[u'TeamDreamville'],[u'Team Dreamville'],[None],True,46.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,North America,735463.1597222222,2014-08-17 20:50:56
1174454,"This is my country. Sigh...

#MikeBrown #Ferguson #DemilitarizeThePolice",39.416275,-77.317924,"Paso Robles, CA/Washington DC",,2014-08-18 03:50:56+00:00,America/Chicago,2014-08-17 22:50:56+00:00,Yuma Wray,YumaWray,"Lean Into The Wind by @MissShevaughn, Yuma Wray & @bentuftsdrums - out 3/25/14 on Seven Dead Arson Records - Publicity: @PavementPR",198.0,489.0,21471.0,1.0,"set(['mikebrown', 'ferguson', 'demilitarizethepolice'])",,,,,,,[],False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,North America,735463.1597222222,2014-08-17 22:50:56
1174455,"""Document any assault on journalists, be they colleagues, competitors or strangers."" #Ferguson http://t.co/uUk7nR4O2j",,,Scottsdale | AZ,,2014-08-18 03:50:57+00:00,America/Phoenix,2014-08-17 20:50:57+00:00,Mackenzie Keller,mackeller,passion for intl mktg | embarrassing myself as we speak | @cronkite_asu journo alum,709.0,335.0,6281.0,,set(['ferguson']),Poynter,Poynter,,112312.0,[u'Poynter'],[u'Poynter'],[None],True,83.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,North America,735463.1597222222,2014-08-17 20:50:57
1174456,"RT @joelpage: Oh. I get it now. Autopsy results were released, so that's why the cops in Ferguson are rioting again tonight.",,,,,2014-08-18 03:50:57+00:00,America/Chicago,2014-08-17 22:50:57+00:00,Benjamin Kraft,FrndlyHypocrite,Your Friendly Neighborhood Hypocrite. Theology. SJW. GQ (he/they),242.0,233.0,8899.0,0.0,set(['']),SuzetteChan,Suzette Chan,1.0,951.0,"[u'SuzetteChan', u'joelpage']","[u'Suzette Chan', u'Joel Page']","[1, 0]",True,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,North America,735463.1597222222,2014-08-17 22:50:57
1174457,#Ferguson cop threatened to shoot a journalist in the face. Was heard live by thousands on a live stream. Amazing public relations work.,,,"Livingston--Knoxville, TN ",,2014-08-18 03:50:57+00:00,,,Kevin Ledbetter,Frogdiesel,"Awesome, funny, smart, sexy, intense, loyal, beast, veterinarian, UT grad, college sports fanatic, UNC basketball, Nebraska football, #VFL",201.0,107.0,13205.0,0.0,set(['ferguson']),TheEyeOfControl,The Illuminati,,257896.0,[u'TheEyeOfControl'],[u'The Illuminati'],[None],True,221.0,219.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,,,735463.1597222222,
1174458,It needs to be repeated over &amp; over that we just witnessed a cop threaten to murder a journalist &amp; another cop defended the 1stcop #ferguson,,,"Hyattsville, MD",,2014-08-18 03:50:57+00:00,America/New_York,2014-08-17 23:50:57+00:00,Gwen,SexEdNerd,"Grad program manager by day; Gender & Cultural Studies nerd for life. Tweets about SexEd, Sexuality, Youth, Feminism, Social Sciences, Self Care & Randomness.",802.0,611.0,4583.0,1.0,set(['ferguson']),chudleycannons,David,0.0,748.0,[u'chudleycannons'],[u'David'],[0],True,70.0,333.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,North America,735463.1597222222,2014-08-17 23:50:57
1174459,This. Is. A. Planned. Attack. RT @Bipartisanism: BREAKING: Police are turning out street lights in #Ferguson and using night vision goggles”,,,Mn,,2014-08-18 03:50:57+00:00,America/Denver,2014-08-17 21:50:57+00:00,Johnny Utah,NIck_Agr5,"Only member of the ex presidents still living
Plus size hand model
7th season of Idol I made it to Hollywood stage 


B+",446.0,435.0,32570.0,0.0,set(['ferguson']),HalBrownNBA,Hal Brown,0.0,503.0,"[u'HalBrownNBA', u'Bipartisanism']","[u'Hal Brown', u'Bipartisan Report']","[0, None]",True,86.0,594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,North America,735463.1597222222,2014-08-17 21:50:57
1174460,#Ferguson'da yine sokağa çıkma yasağı http://t.co/0xGyC4JTUT http://t.co/JRXVlOkZnD,,,Ankara | Londra,,2014-08-18 03:50:57+00:00,,,Levent Şener,LeventtSener,"Elektronik Mühendisi, Google meraklısı, Android sever, Ankara'yı da sever",2.0,118.0,15603.0,0.0,set(['ferguson']),bbcturkce,BBC Türkçe,,916004.0,[u'bbcturkce'],[u'BBC T\xfcrk\xe7e'],[None],True,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,735463.1597222222,
1174461,Police in ferguson always doing something.,,,D[M]V,,2014-08-18 03:50:57+00:00,America/New_York,2014-08-17 23:50:57+00:00,⚡️Young Rocky⚡️,7_benson,Love the game,273.0,310.0,5529.0,,set(['']),,,,,,,[],False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,North America,735463.1597222222,2014-08-17 23:50:57
1174462,FUCK THE POLICE #Ferguson http://t.co/tLUZApHatd,,,CHICΔGΩ,,2014-08-18 03:50:57+00:00,Pacific/Honolulu,2014-08-17 17:50:57+00:00,✨jazzzzzzzz,Jazzybeyond,U cant flock with me. IG:@bigzaddyjazmyn ... Click on dat link and check my vine out. 8•14•14,1830.0,1529.0,6985.0,,set(['ferguson']),FreeTopher,DONT TRUST THE COPS ,,104400.0,[u'FreeTopher'],[u'REMEMBER MIKE BROWN '],[None],True,28.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,North America,735463.1597222222,2014-08-17 17:50:57
1174463,J.Cole visits #Ferguson Missouri🙌🙏 #BeFree http://t.co/d42IMU8qUg,,,in my zone,,2014-08-18 03:50:57+00:00,America/Los_Angeles,2014-08-17 20:50:57+00:00,Scottie Too Thottie,_theamazingACE,love to hate me and hate to love me... #GMU'15 #NobodysPerfect,440.0,524.0,27696.0,0.0,"set(['befree', 'ferguson'])",ShekinahJo,SHEKINUH,,35289.0,[u'ShekinahJo'],[u'SHEKINUH'],[None],True,652.0,1189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,North America,735463.1597222222,2014-08-17 20:50:57
1174464,"J.Cole has gotta be the REALEST rapper alive, Here's him in Ferguson showing respect to the slain spot of Mike Brown http://t.co/rzrruYsaND",,,,,2014-08-18 03:50:58+00:00,,,Σοφός άνθρωπος,thedvn_,A young man will come to save the universe from the forces of evil,412.0,409.0,11294.0,,set(['']),AugustLeoSeason,Nile is Famouss,,288882.0,[u'AugustLeoSeason'],[u'Nile is Famouss'],[None],True,449.0,757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,735463.1597222222,
1174465,#BREAKING Reports: Private autopsy reveals Michael Brown was shot six times http://t.co/S9AwaIF2w3 #Ferguson,,,"Little Rock , arkansas",,2014-08-18 03:50:58+00:00,America/Chicago,2014-08-17 22:50:58+00:00,JAy&BRyMOM,MZ_K3NNA,Dont judge me....#teamsingle #teamiphone4#teamtaurus #teamproudmom,1121.0,1035.0,49350.0,0.0,"set(['breaking', 'ferguson'])",THV11,THV 11,,34847.0,[u'THV11'],[u'THV 11'],[None],True,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,North America,735463.1597222222,2014-08-17 22:50:58
